link,Český video titulek,video na titulní stránce?,English Video Title ,popisek k videu,english video description,SLUG cesky,SLUG english,ROK,kategorie1,kategorie2,priorita kategorie 2  (1 - TOP Priority),,země natáčení,České Štítky (CZ verze),English Tags (EN version)
https://www.youtube.com/embed/st4RghXv6V8,PETR KŘEPELKA,,PETR KŘEPELKA,"Svoboda, energie a technika – to je syrová atmosféra ulice zachycená v naší kompletní produkci skate videa. Od prvního záběru po finální střih jsme se soustředili na triky, které vyžadují precizní časování kamery a dravý střih. Pomáhám sportovním značkám a komunitám vytvářet autentický obsah s duší, který přenáší skutečnou vášeň pro sport přímo na obrazovku diváka.","Skateboarding culture is defined by freedom and raw energy, captured here through our end-to-end video production. From the streets to the final cut, I focused on high-stakes tricks that demand perfect camera timing and a gritty, fast-paced edit. I help sports communities and brands create authentic content with a soul, translating the intensity of the sport into a high-impact visual journey.",skateboarding-petr-krepelka-video,petr-krepelka-skate-cinematography,2017,Video Production,Documentary,20,PETR KŘEPELKA,Česká republika,"Sport, Skate, Energie, Autenticita","Sport, Skate, Energy, Authenticity"
https://player.vimeo.com/video/160917162,CHOOSE YOUR WAVE,,CHOOSE YOUR WAVE,"První český surfový dokument „Choose Your Wave“ nás provedl od indonéských útesů přes Srí Lanku až po mrazivé fjordy Norska. Jako operátor dronu a kamery jsem dokumentoval kontrasty mezi tropickým rájem a drsným severem. Pomáhám tvůrcům zachytit lidskou vášeň v jakýchkoliv klimatických podmínkách skrze filmové vyprávění, které inspiruje k vlastnímu dobrodružství.","Global surf cinematography for the documentary ""Choose Your Wave"" took us from the tropical reefs of Indonesia and Sri Lanka to the freezing fjords of Norway. Operating both drone and ground cameras, I documented the stark contrasts of these environments while tracking the surfers' perseverance. I help filmmakers capture human passion in the world’s most challenging climates, delivering stories that inspire a global audience.",choose-your-wave-dokument-surfovani,choose-your-wave-surf-film,2016,Drone Cinematography,Documentary,11,MARTIN SMEKAL,Indonésie,"Surfování, Dokument, Příroda, Cestování","Surf, Documentary, Nature, Travel"
https://www.youtube.com/embed/Y9F1tuPmx1g,ŠKODA AUTO EXPERIMENT,,ŠKODA AUTO EXPERIMENT,"ŠKODA Experiment s Pedrem byla výzva, kde šlo o centimetry. Moje dronové záběry zde slouží k zachycení dynamiky driftu i přesnosti parkování z ptačí perspektivy. Pomáhám automobilovým značkám ukázat ovladatelnost a hbitost jejich vozů skrze záběry, které divákovi poskytují dokonalý přehled o každém manévru. Tento projekt spojuje čistou zábavu s technickou názorností.",Precision driving in the ŠKODA Experiment with Pedro was a challenge where every centimeter counted. My drone cinematography captures high-energy drifts and pinpoint parking accuracy from a bird's-eye view. I help automotive brands demonstrate vehicle handling and agility through footage that gives the audience a perfect overview of every maneuver. This project perfectly blends entertainment with technical clarity.,skoda-experiment-pedro-presnost,skoda-experiment-pedro-handling,2017,Drone Cinematography,Commercial & Promo,39,ŠKODA,Česká republika,"Automotive, Testovací jízda, Přesnost, Zábava","Automotive, Test Drive, Precision, Fun"
https://www.youtube.com/embed/kTFDoiHzByE,ŠKODA AUTO EXPERIMENT,,ŠKODA AUTO EXPERIMENT,"ŠKODA Experiment s Pedrem a Jitkou Nováčkovou byl čistý adrenalinový závod, kde v souboji dvou Octavií RS rozhodovala dravost a přesná stopa. Pomocí dronu jsem zachytil dynamiku celého souboje a rychlost, s jakou se oba jezdci hnali po trati. Ukazuji automobilkám, jak skrze agresivní letecké záběry přenést napětí ze závodu přímo na diváka a podtrhnout sportovní charakter jejich nejsilnějších modelů.","Pure racing adrenaline defines this ŠKODA Octavia RS experiment, featuring a high-stakes duel between Pedro and Jitka Nováčková. Using drone cinematography, I captured the raw intensity of the battle and the incredible speed as both drivers pushed their Octavia RS models to the limit. I help automotive brands translate racing tension into a gripping visual experience, highlighting the sporting soul of their high-performance vehicles.",skoda-octavia-rs-souboj-na-trati,skoda-octavia-rs-racing-duel,2018,Drone Cinematography,Commercial & Promo,40,ŠKODA,Česká republika,"Automotive, Závody, Adrenalin, Octavia RS","Automotive, Racing, Adrenaline, Octavia RS"
https://player.vimeo.com/video/165144651,Rodinný dům v Opavě,,A FAMILY HOUSE IN OPAVA,"Kompletní produkce unikátního domu, který navrhl Ing. architekt Romeo Doupal pro svou vlastní rodinu. Tento projekt byl o citu pro prostor a harmonii – moje video neukazuje jen stěny, ale skutečnou atmosféru domova a genialitu architektonického záměru. Pomáhám architektům vdechnout jejich stavbám život skrze filmové vyprávění, které propojuje design s reálným prožitkem a oslovuje náročnou klientelu.","Architectural harmony comes to life in this full production of a unique home designed by architect Doupal for his own family. Beyond just filming walls, I captured the living atmosphere and the brilliance of the design intent. I help architects and developers humanize their projects through cinematic storytelling that bridges high-end design with real-world experience, appealing to discerning clients seeking excellence.",rodinny-dum-opava-architektura,family-house-opava-architecture,2017,Video Production,Real-estate,23,Ing Arch. Doupal,Česká republika,"Architektura, Rezidenční bydlení, Design, Domov","Architecture, Residential, Design, Home"
https://www.youtube.com/embed/z8hPEq_sJoo,ADAM ĎURICA - PREDPOVEĎ POČASIA,,ADAM ĎURICA - WEATHER FORECAST,"Drsný a větrný sever Německa se stal kulisou pro hudební klip, kde jsem měl na starosti dronovou kameru. Letecké záběry dokreslují melancholickou a syrovou atmosféru lokality, která dává hudbě nový rozměr. Pomáhám hudebníkům posunout vizuální stránku klipů skrze epické scenérie. Moje schopnost létat i v náročných povětrnostních podmínkách zaručuje špičkové záběry bez ohledu na to, jak moc fouká od moře.","Raw, melancholic atmosphere takes center stage in this music video filmed on the rugged, wind-swept coast of Northern Germany. My drone cinematography enhances the local scenery, giving the music a new visual dimension. I help artists and directors elevate their music videos through epic landscapes captured from above. My expertise in flying under challenging weather conditions ensures high-end results even when the North Sea gales pick up.",adam-durica-hudebni-video-nemecko,adam-durica-music-video-germany,2015,Drone Cinematography,Music video,4,ADAM ĎURICA,Německo,"Hudební video, Německo, Krajina, Umění","Music Video, Germany, Landscape, Art"
https://www.youtube.com/embed/jYX2cvUAwR4,SCHNEIDER ELECTRIC,,SCHNEIDER ELECTRIC,"Mezinárodní reklama pro Schneider Electric vyžadovala dron, který v interiéru kanceláří doručoval kostku cukru přímo k herečce. Tento projekt byl o extrémní přesnosti pilotáže a soustředění na detail. Ukazuji technologickým lídrům, že dron může být aktivním a precizním prvkem v příběhu. Pomáhám značkám komunikovat inovace skrze hravý a technicky bezchybný vizuální obsah, který v televizi okamžitě zaujme.","Indoor precision was the ultimate test in this international commercial for Schneider Electric, where my drone delivered a sugar cube directly to an actress within an office setting. I demonstrate to global tech leaders that a drone can be much more than just a camera—it can be an active, precise character in the narrative. I help brands communicate innovation through playful and technically flawless content that stands out on television.",schneider-electric-interierova-pilotaz,schneider-electric-indoor-piloting,2016,Drone Cinematography,Commercial & Promo,41,SCHNEIDER ELECTRIC,Česká republika,"Technologie, Inovace, Přesná pilotáž, B2B","Technology, Innovation, Precision Pilot, B2B"
https://player.vimeo.com/video/150808419,ADAM ONDRA FOR EPIC TV,,ADAM ONDRA FOR EPIC TV,"Zachytit pohyb Adama Ondry, nejlepšího lezce světa, vyžadovalo techniku, která mu bude v jeho vertikálním světě stačit. Moje práce v této produkci byla o zachycení síly, soustředění a neuvěřitelné výšky, ve které se Adam pohybuje. Pomáhám outdoorovým značkám a sportovcům vyprávět příběhy o překonávání limitů. Letecké záběry jsou zde jediným způsobem, jak divákovi zprostředkovat ten pravý pocit z výšky a respektu k přírodě.","Vertical world cinematography for Adam Ondra, the world's premier climber, required a technical approach that could match his elite performance. This production focused on capturing raw strength, intense focus, and the staggering heights where Adam operates. I help outdoor brands and athletes tell stories of pushing human limits. In this environment, aerial shots are the only way to convey a true sense of scale and a profound respect for nature.",adam-ondra-lezeni-na-skalach,adam-ondra-climbing-vertical-world,2015,Drone Cinematography,Commercial & Promo,42,ADAM ONDRA,Česká republika,"Lezení, Extrémní sport, Příroda, Adam Ondra","Climbing, Extreme Sport, Nature, Adam Ondra"
https://www.youtube.com/embed/z4sCs5Wt1VM,"VINAŘSTVÍ HORÁK, ČESKÁ SPOŘITELNA",,"WINERY HORÁK, ČESKÁ SPOŘITELNA","Pro Českou spořitelnu jsem zajišťoval dronové záběry v rámci jejich velké celostátní kampaně. Moje práce dodává korporátním spotům lidský rozměr a nadhled nad každodenním životem v naší zemi. Ukazuji, jak skrze filmové přelety nad městy i krajinou vizuálně propojit tradici silné instituce s moderním světem jejích klientů. Spolupracuji s předními agenturami na tom, aby jejich vize měla profesionální standard, který značka této velikosti vyžaduje.",National branding for Česká spořitelna utilized my drone cinematography to add a human dimension and a broader perspective to their major campaign. I demonstrate how to visually link the heritage of a strong institution with the modern lives of its clients through cinematic flyovers of cities and landscapes. I collaborate with leading agencies to ensure their creative vision meets the professional standards required by a brand of this magnitude.,vinarstvi-horak-tradicni-vyroba,horak-winery-traditional-production,2018,Drone Cinematography,Commercial & Promo,43,ČESKÁ SPOŘITELNA,Česká republika,"Zemědělství, Tradice, Korporátní video, Region","Agriculture, Tradition, Corporate, Region"
https://www.youtube.com/embed/lX9V_V1Abbc,LEXUS PRIMÁTORKY,,LEXUS PRIMÁTORKY,"Prestižní veslařské závody Primátorky ve spojení s Lexusem nabídly unikátní kontrast mezi sportovním bojem na Vltavě a elegancí vozů na břehu. Jako operátor dronu jsem propojil dynamiku posádek s luxusem, který značka reprezentuje. Pomáhám organizátorům velkých eventů vytvořit vizuální obsah, který zachycuje energii akce i prestižní detaily v jednom plynulém filmovém zážitku z ptačí perspektivy.","Sporting prestige meets luxury at the legendary Primátorky rowing regatta in Prague. Partnering with Lexus, I captured the intense battle of the rowing crews on the Vltava River contrasted with the elegance of the cars on the shore. I help major event organizers and their partners create visual content that captures both the raw energy of the race and the sophisticated details of the brand, all within a seamless aerial experience.",primatorky-lexus-vltava-veslovani,primatorky-rowing-regatta-lexus-aerials,2019,Drone Cinematography,Commercial & Promo,44,LEXUS,Česká republika,"Sport, Veslování, Luxus, Event","Sport, Rowing, Luxury, Event"
https://www.youtube.com/embed/YjQOavhkOqU,GEORGIA AERIAL,,GEORGIA AERIAL,"Gruzie mýma očima – cestovatelské video, které je pro mě srdeční záležitostí. Od vysokých štítů Kavkazu po zapomenuté vesnice, tohle je ukázka toho, jak vnímám svět skrze objektiv dronu a kamery. Ukazuji, jak důležité je pro vyprávění příběhu autentické zachycení krajiny a emocí. Pomáhám travel značkám vytvořit obsah, který diváka inspiruje k vlastnímu dobrodružství a přenese ho na místa, která mají duši.","The soul of Georgia captured through my lens is a personal project of the heart. From the towering peaks of the Caucasus to remote, forgotten villages, this travel video demonstrates my perspective as a drone and camera operator. I highlight the importance of authentic landscape storytelling and raw emotion. I help travel brands craft content that inspires viewers to embark on their own journeys, transporting them to destinations with a true spirit.",gruzie-dronove-zabery-krajina,georgia-aerial-cinematography,2016,Video Production,Documentary,21,ONDRAHAJEK.com,Gruzie,"Cestování, Gruzie, Kavkaz, Dokument","Travel, Georgia, Caucasus, Documentary"
https://youtu.be/fp1pr0mQ6VY,TO JE TANEC!,,THIS IS DANCE!,"Šestidílná dokumentární série za pomoci zasvěceného průvodce, choreografa, pedagoga a tanečníka s mezinárodní zkušeností Jana Kodeta představuje šest výjimečných souborů současného tance a pohybového divadla, které mají své zázemí v Praze. Praha v pohybu a architektura, která tančí. Pro dokument České televize „To je tanec!“ jsem zajišťoval dronové záběry, které městu dodávají dynamiku a nečekaný nadhled. Pomáhám televizním produkcím a režisérům vyprávět příběhy skrze filmovou leteckou kameru, která propojuje historické památky s rytmem moderního života. Moje práce v tomto projektu ukazuje, jak lze skrze plynulé přelety nad Vltavou a pražskými střechami vizuálně vyjádřit emoci a energii pohybu, která je pro téma tance klíčová.","Prague in motion and architecture that dances. For the Czech Television documentary ""To je tanec!"" featuring choreographer Jan Kodet, I provided the aerial cinematography that gives the city its dynamic and unexpected perspective. I help TV productions and directors tell stories through cinematic drone shots that bridge historical landmarks with the rhythm of modern life. My work in this project demonstrates how fluid flyovers across the Vltava River and Prague’s rooftops can visually express the emotion and energy of movement, which is essential to the theme of dance.",to-je-tanec-ceskatelevize,this-is-dance-ceskatelevize,2026,Drone Cinematography,Documentary,5,Česká Televize,Česká republika,"Tanec, Praha, Dekadence, Divadlo","Dance, Contemporary, Prague, Theatre"
https://youtu.be/_PLzhAFHZxM?si=8gcwt4QYWdobVodn,Martin Lebl Bike Projects,ano,Martin Lebl Bike Projects,"Tohle natáčení s Janem Slukou na Klínech a Plešivci byla pro mě čistá radost. Projekt jsme dělali pro našeho dobrého kamaráda Martina Lebla – pro nás bez debaty nejlepšího stavitele bike parků na planetě Zemi. Moje práce s dronem tady nebyla jen o „hezkých záběrech“, ale o tom, jak letět v rytmu tratě, kterou Martin s takovou precizností a citem vysochal z hlíny. Pomáhám bikerům a areálům zachytit ten moment, kdy se kolo potká s dokonalým trailem, a ukázat světu tu pravou „flow“, kterou jinde nezažijete. Je to o přátelství, adrenalinu a horách, které máme pod kůží.","Filming this with Jan Sluka at Klíny and Plešivec was pure joy for me. We created this project for our good friend Martin Lebl—unquestionably the best bike park builder on planet Earth. My drone work here wasn’t just about ""pretty shots""; it was about flying in sync with the rhythm of the trails Martin sculpted from the dirt with such precision and passion. I help riders and bike parks capture that exact moment where the bike meets a perfect trail, showing the world that true ""flow"" you won't find anywhere else. It’s about friendship, adrenaline, and mountains that are part of our DNA.",martinlebl-kolo-hory-stavba-trailu,martinlebl-bikepark-trail-build,2026,Drone Cinematography,Commercial & Promo,1,Martin Lebl,Česká republika,"Kolo, Bikepark, Stavba, Trailu","Bike, Mountains, Trail, Builds"
https://youtu.be/T4fOs_rxcG0?si=mm_9wKXgIHhRgn5p,"Hell Yes Festival DJ SET Marie Pravda, Fleika",,"Hell Yes Festival DJ SET Marie Pravda, Fleika","Užijte si hodinový techno set z ikonického hradu Helfštýn, domova festivalu Hell Yes! Marie Pravda a fleika servírují hlubokou, hypnotickou a atmosférickou selekci, která vás pohltí. Marie Pravda, zakladatelka platformy fórum, a fleika, rezident klubu Ankali, spojují technickou preciznost s citem pro psychedelické techno v syrovém prostředí hradních zdí. Ideální soundtrack pro soustředění, noční jízdu nebo hluboký poslech. Zažijte atmosféru Hell Yes! kdekoli jste. Abychom zachytili tu pravou magii místa, létali jsme se dvěma drony současně.","Experience a 1-hour techno set filmed at Helfštýn Castle, the iconic home of Hell Yes! Festival. Marie Pravda and fleika bring a deep, hypnotic and atmospheric selection shaped for late-night listening, focus, background play and immersive castle energy. Marie Pravda, one of the distinctive voices of the Czech electronic scene and founder of ""fórum"", joins forces with fleika, a key figure of the Prague club scene and Ankali resident. Together, they combine technical precision with a deep feeling for dark, absorbing and psychedelic techno. This video is a taste of the unique atmosphere we are building for the Hell Yes! Festival — a dramatic experience within the spaces of Helfštýn Castle. To capture the magic of the moment, we operated two drones simultaneously during a stunning sunset",hellyes-festival-techno-helfstyn,hellyes-festival-techno-castle,2026,Drone Cinematography,Music video,1,Hell Yes Festival,Česká republika,"Techno, MariePravda, Hrad, Helfstyn","Techno, Castle, Helfstyn, Hellyes"
